basisOfRecord,catalogNumber,collectionCode,country,eventDate,extraction_method,image,institutionCode,locality,ocr_confidence,ocr_engine,recordedBy,scientificName,specimen_id,stateProvince
PreservedSpecimen,14,REGINA,Canada,1987,simple,9664461d735080cce936645fe691a8c07b357438c42928e9e4c407b6169c7c58.jpg,AAFC,,0.918,vision,M.Melloy.... Pathogen Identified by.. HostIdentified by....,Identified by,9664461d735080cce936645fe691a8c07b357438c42928e9e4c407b6169c7c58,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,9688c4379badecf582b5a87d4e6cdbd36f50a23545d54beb471fcfe8d0ae7bc5.jpg,AAFC,,0.982,vision,,Oat crop,9688c4379badecf582b5a87d4e6cdbd36f50a23545d54beb471fcfe8d0ae7bc5,Saskatchewan
PreservedSpecimen,19,REGINA,Canada,2140,simple,96b07b38d3d47f0133dea83b72f96a39546d08a2dd7d31587cd5e84198182f2a.jpg,AAFC,,0.943,vision,,Received for,96b07b38d3d47f0133dea83b72f96a39546d08a2dd7d31587cd5e84198182f2a,Saskatchewan
PreservedSpecimen,,REGINA,Canada,"June 4, 1984",simple,96bbf92a699d41f11cfb755d617504976d338d3a04872725d6ec53d6369f7a06.jpg,AAFC,,1.0,vision,,Taraxacum officinale,96bbf92a699d41f11cfb755d617504976d338d3a04872725d6ec53d6369f7a06,Saskatchewan
PreservedSpecimen,,,,,simple,96dcdd7a0a34993bbcc8b2f159b266f5b2879c71bcda98432673ac9570019f95.jpg,,,1.0,vision,,,96dcdd7a0a34993bbcc8b2f159b266f5b2879c71bcda98432673ac9570019f95,
PreservedSpecimen,,REGINA,Canada,,simple,96fcb0772b6e78d57ebe706d3299d10cde1ae5a9233925998d402b13a680bfc3.jpg,AAFC,,0.95,vision,,Identified by,96fcb0772b6e78d57ebe706d3299d10cde1ae5a9233925998d402b13a680bfc3,Saskatchewan
PreservedSpecimen,280,REGINA,Canada,1988,simple,96fda34cf5b66290f23f182226f981e2a44f12b15ae54c2e643f54af9b1544b4.jpg,AAFC,grassy ditch along highway 35,0.97,vision,wise. ...,Duplicate confirmed,96fda34cf5b66290f23f182226f981e2a44f12b15ae54c2e643f54af9b1544b4,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1983,simple,9701d9b5ce659dda5c339cada16c79da8dc4c6bfa593008d71781eca3af44a3d.jpg,AAFC,,0.918,vision,,Checked by,9701d9b5ce659dda5c339cada16c79da8dc4c6bfa593008d71781eca3af44a3d,Saskatchewan
PreservedSpecimen,,,,,simple,97676e34ae5c6c2ad4d01f8c837f7ef5640c609492c74552ac30ee0cece26ee9.jpg,,,1.0,vision,,,97676e34ae5c6c2ad4d01f8c837f7ef5640c609492c74552ac30ee0cece26ee9,
PreservedSpecimen,,REGINA,Canada,1971,simple,978181261397d26cf286066c95b009a725a51ec1be47634e7b7c019670c071d1.jpg,AAFC,,1.0,vision,,South slope,978181261397d26cf286066c95b009a725a51ec1be47634e7b7c019670c071d1,Saskatchewan
PreservedSpecimen,1554,REGINA,Canada,2111,simple,979462403cf089e410cc123467af89b34dea36d1ed05a419622610a956f29dd8.jpg,AAFC,,0.959,vision,,Netive grassland,979462403cf089e410cc123467af89b34dea36d1ed05a419622610a956f29dd8,Saskatchewan
PreservedSpecimen,,,Canada,,simple,979a5c0c6ba7e0c7e9eeec9e6f1b9f4279732e595fb92cde07c35beb0e24c742.jpg,,,0.962,vision,,Identified by,979a5c0c6ba7e0c7e9eeec9e6f1b9f4279732e595fb92cde07c35beb0e24c742,Saskatchewan
PreservedSpecimen,484,REGINA,Canada,2628,simple,97b4d2d86291e4744537593b9529a165b04c5e85d1ab82461b8ee2dd0de6fb13.jpg,AAFC,,0.975,vision,,Helenium autumnale var. montanum,97b4d2d86291e4744537593b9529a165b04c5e85d1ab82461b8ee2dd0de6fb13,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1930,simple,97b92102097ae7134d5e96730b3d2ee0c80785d84e9a8725c73a9ab10407c3f3.jpg,AAFC,,1.0,vision,,Bromus ciliatus,97b92102097ae7134d5e96730b3d2ee0c80785d84e9a8725c73a9ab10407c3f3,Saskatchewan
PreservedSpecimen,,REGINA,Canada,"Sept 20, 1984",simple,97c9345fb5e827cd3b1d88b201dc899657630d68b48b8607b1fda632de580886.jpg,AAFC,,0.971,vision,,Aster ericoides,97c9345fb5e827cd3b1d88b201dc899657630d68b48b8607b1fda632de580886,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,97cb5904b87cf96c3809fe7b0e85d2163ba67a10007cafde3a7bdc2d95aadec9.jpg,AAFC,,0.974,vision,,Cirsium flodmanii,97cb5904b87cf96c3809fe7b0e85d2163ba67a10007cafde3a7bdc2d95aadec9,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,97d7f1abbf048887cc9d2738647e3d7ef5a955e62430776039ca48aba1160e67.jpg,AAFC,,1.0,vision,,Identified by,97d7f1abbf048887cc9d2738647e3d7ef5a955e62430776039ca48aba1160e67,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1940,simple,97f63c643f86c3556cfeea2651408e11a321276f2f227ea237c02635ab441164.jpg,AAFC,Porcupine Hills HABITAT Prairie ASSOCIATION,1.0,vision,,,97f63c643f86c3556cfeea2651408e11a321276f2f227ea237c02635ab441164,Saskatchewan
PreservedSpecimen,178,REGINA,Canada,28-10-75,simple,980872dc82003e5f3072b875d08136c9fcb89e5b7e3efff18d2504978c97d2c2.jpg,AAFC,,0.963,vision,,Calibite colorchecker,980872dc82003e5f3072b875d08136c9fcb89e5b7e3efff18d2504978c97d2c2,Saskatchewan
PreservedSpecimen,2,REGINA,Canada,1963,simple,9828c0e0fc83c10b71c36806b34331c87377829bcec5adcf6d295d54e830b695.jpg,AAFC,Dry prairie SASKATCHEWAN wogtete nghe P,0.961,vision,,Stipe spartea,9828c0e0fc83c10b71c36806b34331c87377829bcec5adcf6d295d54e830b695,Saskatchewan
PreservedSpecimen,250,REGINA,Canada,2198,simple,9833a433dbdb4f5591b3e0edd696bda56ba3f7ee648fd4be5cac02efc5c8b502.jpg,AAFC,,1.0,vision,,Cirsium muti,9833a433dbdb4f5591b3e0edd696bda56ba3f7ee648fd4be5cac02efc5c8b502,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1983,simple,98656721e20c10ee76f378e9ed5e2c0a95d295a0329cfbeaf98c4ce824491557.jpg,AAFC,,0.95,vision,,Alamagaodti oida,98656721e20c10ee76f378e9ed5e2c0a95d295a0329cfbeaf98c4ce824491557,Saskatchewan
PreservedSpecimen,,,,,simple,989b0ebca5319b038e73c19ab13ab6b69cdfd33808739ea98c7afad437bde0b9.jpg,,,1.0,vision,,,989b0ebca5319b038e73c19ab13ab6b69cdfd33808739ea98c7afad437bde0b9,
PreservedSpecimen,1,REGINA,Canada,2690,simple,98a57e4e791f2b79c1a1d3ad583192ddda164746c039b8140d71dd78b1ec57e4.jpg,AAFC,,0.894,vision,,Lolium persicun,98a57e4e791f2b79c1a1d3ad583192ddda164746c039b8140d71dd78b1ec57e4,Saskatchewan
PreservedSpecimen,,REGINA,Canada,2809,simple,98c1ecf4f303dce1ac754eb4f9b8466e03d8973312a6b4b9fee4b35c7cc92328.jpg,AAFC,amongst grass in ditch,0.98,vision,,Solidago glutinosa,98c1ecf4f303dce1ac754eb4f9b8466e03d8973312a6b4b9fee4b35c7cc92328,Saskatchewan
PreservedSpecimen,2,,,8/7/40,simple,98d726a8d04060cc1f61da8b80956dc0e3a35124314384b9afb8c4599db69b0d.jpg,,,0.942,vision,E.Buglass,Lygodesmia juncea,98d726a8d04060cc1f61da8b80956dc0e3a35124314384b9afb8c4599db69b0d,
PreservedSpecimen,1604,,Canada,2500,simple,98d9f1d026697fea343966f213071941d1293044f63ba8dde985005f363d0665.jpg,,,0.859,vision,,Plants of,98d9f1d026697fea343966f213071941d1293044f63ba8dde985005f363d0665,Saskatchewan
PreservedSpecimen,,,Canada,,simple,98da2957971d066a36700242f03dd23e277a96991692e26cdb68ae8e0c3397fc.jpg,,,0.95,vision,,Stiff panicled,98da2957971d066a36700242f03dd23e277a96991692e26cdb68ae8e0c3397fc,Saskatchewan
PreservedSpecimen,,,Canada,2809,simple,98f3e3464711fb35048e4cdb6119a77e8a855b644b65c3281230c0b73b63bbe8.jpg,,,1.0,vision,,Solidago rigida,98f3e3464711fb35048e4cdb6119a77e8a855b644b65c3281230c0b73b63bbe8,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1969,simple,990b485f7715042b6eea21715479491c2ec91123bf75faea0bf97ba96504044a.jpg,AAFC,,1.0,vision,,Heleniun autumnale,990b485f7715042b6eea21715479491c2ec91123bf75faea0bf97ba96504044a,Saskatchewan
PreservedSpecimen,F32,,Canada,1982,simple,9935a940633decd20876e0fa02f1c70e875bcd965d9f96ec6f531586658e781d.jpg,,,0.894,vision,,Puccinia stipue,9935a940633decd20876e0fa02f1c70e875bcd965d9f96ec6f531586658e781d,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1983,simple,9946cee4f658ecb817c87ddf481329ebd0dd8da6519f80d9908083046a6f8d0a.jpg,AAFC,,0.963,vision,No. . .. . . . .Checked by. D.W. Douglas,Liatris punctata,9946cee4f658ecb817c87ddf481329ebd0dd8da6519f80d9908083046a6f8d0a,Saskatchewan
PreservedSpecimen,2,,Canada,1070,simple,994ad4e25626614993f355331d2045598b8b3b42ea60f716cb8dfdc07331e84d.jpg,,,0.847,vision,,,994ad4e25626614993f355331d2045598b8b3b42ea60f716cb8dfdc07331e84d,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1416,simple,996c76758d9aea2368d203e768a725914199f417dc130e0f5e83a369e28e1abc.jpg,AAFC,,0.962,vision,,Checked by,996c76758d9aea2368d203e768a725914199f417dc130e0f5e83a369e28e1abc,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1984,simple,997a6b52f63e2859fb51b57161fe814c8f7f54c5fbf7b4429e367e2bbb2832cd.jpg,AAFC,,0.975,vision,,Matucara perfenta,997a6b52f63e2859fb51b57161fe814c8f7f54c5fbf7b4429e367e2bbb2832cd,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1266,simple,997ce1611746ffb88a64e6942d510bf7c2ba45afefcd89f9843f325d6384a604.jpg,AAFC,,0.965,vision,,Habitat colorchecker,997ce1611746ffb88a64e6942d510bf7c2ba45afefcd89f9843f325d6384a604,Saskatchewan
PreservedSpecimen,,,Canada,1961,simple,99df8056161afe0802a1a7663e5d3d9bdf2f6c83e50d33581fcd253f14181254.jpg,,,0.972,vision,,Digitaria sanguinalis,99df8056161afe0802a1a7663e5d3d9bdf2f6c83e50d33581fcd253f14181254,Saskatchewan
PreservedSpecimen,,,Canada,2325,simple,99fa2648bab679e859d6066f9905f065c67928501aa761aa0fbbe67c9289644c.jpg,,,0.918,vision,,Open pine,99fa2648bab679e859d6066f9905f065c67928501aa761aa0fbbe67c9289644c,Saskatchewan
PreservedSpecimen,265,REGINA,Canada,"Aug 9, 1984",simple,9a0284ac8c871b047f4a14193cdf592c484ba1826983f58b030a5ad6e347262d.jpg,AAFC,,0.959,vision,Thomas. .,Matricaria mari,9a0284ac8c871b047f4a14193cdf592c484ba1826983f58b030a5ad6e347262d,Saskatchewan
PreservedSpecimen,,,Canada,3011,simple,9a130b7f5c570c1b47a6795f63fb527f3c2082100e7cdf406b24d696ee237384.jpg,,,0.746,vision,,Orl fisld,9a130b7f5c570c1b47a6795f63fb527f3c2082100e7cdf406b24d696ee237384,Saskatchewan
PreservedSpecimen,,,,,simple,9a28c604c57503e0c1fcabea13b62e0c6896dcc16f666966f5cb0af230fa5538.jpg,,,1.0,vision,,,9a28c604c57503e0c1fcabea13b62e0c6896dcc16f666966f5cb0af230fa5538,
PreservedSpecimen,,REGINA,Canada,1984,simple,9a3138c82b58a1fcf79d574bf73253111b2b237daf4cad14f7fbc9a11ee93876.jpg,AAFC,,1.0,vision,No. ...... .Checked by. D. W. Douglas,Habitat row,9a3138c82b58a1fcf79d574bf73253111b2b237daf4cad14f7fbc9a11ee93876,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1928,simple,9a85d105bc7db009da0be73d1afd2fe334d06985b0d16b4f2d36eb6cad9b561b.jpg,AAFC,Lakeshore ALBERTA,1.0,vision,,Glyceria grandis,9a85d105bc7db009da0be73d1afd2fe334d06985b0d16b4f2d36eb6cad9b561b,Saskatchewan
PreservedSpecimen,,,,,simple,9a9b19083f16abbaf7c0410f322569758307f3eb6a693c08f52f9d5757286e1d.jpg,,,1.0,vision,,,9a9b19083f16abbaf7c0410f322569758307f3eb6a693c08f52f9d5757286e1d,
PreservedSpecimen,54,,Canada,2807,simple,9ada96f7051e312aa41715b1c40fe15793af53c935a641cccbe124c50c586f5d.jpg,,,0.974,vision,,Frequent plants,9ada96f7051e312aa41715b1c40fe15793af53c935a641cccbe124c50c586f5d,Saskatchewan
PreservedSpecimen,,REGINA,Canada,2768,simple,9ae895e56bbaba3712494a8f5f80c4698118c35d41ed9901cc21c830d94b60ee.jpg,AAFC,,0.967,vision,,Elutesion macoun,9ae895e56bbaba3712494a8f5f80c4698118c35d41ed9901cc21c830d94b60ee,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1987,simple,9b2ab1305d41db3c2cbd3e70cf3609886e1786ea667f56470afe128ebc0b65a0.jpg,AAFC,,1.0,vision,,Winter wheat,9b2ab1305d41db3c2cbd3e70cf3609886e1786ea667f56470afe128ebc0b65a0,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1988,simple,9b3ea988989e21d23a00a03cd8f241323445a6718863d7bc0f66f16a29a00f13.jpg,AAFC,,0.977,vision,No. roaaside wise Aug. .,Duplicate confirmed,9b3ea988989e21d23a00a03cd8f241323445a6718863d7bc0f66f16a29a00f13,Saskatchewan
PreservedSpecimen,,,,,simple,9b633405f533f373b3aad54d9bb4abe1abff38631d033e6b3cb97ed047646054.jpg,,,0.867,vision,,Cirsium arvened,9b633405f533f373b3aad54d9bb4abe1abff38631d033e6b3cb97ed047646054,
PreservedSpecimen,,,Canada,1983,simple,9b6f4d92d6bb775a4592642c31b9c1479104da93c70918b95701b17aeac2169e.jpg,,,0.959,vision,,Checked by,9b6f4d92d6bb775a4592642c31b9c1479104da93c70918b95701b17aeac2169e,Saskatchewan
PreservedSpecimen,88,,Canada,"July 29, 1988",simple,9b88f5a70417296959f1ce1dadef8313837c017309d27e4fba9724c9d18775ef.jpg,,,0.932,vision,,Aster lanceolatus,9b88f5a70417296959f1ce1dadef8313837c017309d27e4fba9724c9d18775ef,Saskatchewan
PreservedSpecimen,1369,REGINA,Canada,1369,simple,9b9b1f1cffa09f27dcc3c0490c9a9eb1cbdb69428a02798cfa4326aebe65beb7.jpg,AAFC,,0.976,vision,,Lactuce scaniole,9b9b1f1cffa09f27dcc3c0490c9a9eb1cbdb69428a02798cfa4326aebe65beb7,Saskatchewan
PreservedSpecimen,0,REGINA,Canada,1701,simple,9be8080853be2efc8688b0fca8f855e753d980bbe5a128aeb73c7ea0986d71b5.jpg,AAFC,,1.0,vision,,Setaria viridis,9be8080853be2efc8688b0fca8f855e753d980bbe5a128aeb73c7ea0986d71b5,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1982,simple,9bff3c6c95dc7edd4ea3a9d58d249ba07233e25058b0aa236d98583c5c049b3c.jpg,AAFC,,0.959,vision,,Virgulus falcatus,9bff3c6c95dc7edd4ea3a9d58d249ba07233e25058b0aa236d98583c5c049b3c,Saskatchewan
PreservedSpecimen,,,,,simple,9c06ad0331a56e681602d793820a96b541dfb20a3a657119b42dc9d86853c445.jpg,,,1.0,vision,,,9c06ad0331a56e681602d793820a96b541dfb20a3a657119b42dc9d86853c445,
PreservedSpecimen,,REGINA,Canada,,simple,9c17f3a9133fc53413a312ce8461d6e5ce5e2fee14fbd40916c0dcfa6fc1b41f.jpg,AAFC,,0.959,vision,,Identified by,9c17f3a9133fc53413a312ce8461d6e5ce5e2fee14fbd40916c0dcfa6fc1b41f,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,9c1bcb3501588304a50f4cebe64fd14c310286406fef71f4ef9c840a005bd4bf.jpg,AAFC,,0.892,vision,,Gaeentre ta,9c1bcb3501588304a50f4cebe64fd14c310286406fef71f4ef9c840a005bd4bf,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,9c47ff924eaf1b3b05dc332319cfa79780a2847c4da7a00e1d69ab635a218983.jpg,AAFC,,1.0,vision,,,9c47ff924eaf1b3b05dc332319cfa79780a2847c4da7a00e1d69ab635a218983,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1984,simple,9c6874f4eacbe0f61d825d69edb172b204e2678e61c954c8007fd8b3bd7fccd0.jpg,AAFC,,0.956,vision,,Melfort on,9c6874f4eacbe0f61d825d69edb172b204e2678e61c954c8007fd8b3bd7fccd0,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,9c7f932316f025d3b3637871d1d40fbc9946de09f4e393ec4f78db0d2872870d.jpg,AAFC,,1.0,vision,,Identified by,9c7f932316f025d3b3637871d1d40fbc9946de09f4e393ec4f78db0d2872870d,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1988,simple,9c9502499c8151f8b5e7f3e7bfcd21020729ee4f7d31178a6cbc11d1812abae0.jpg,AAFC,,1.0,vision,No. Alta. eage of road Wise,Duplicate confirmed,9c9502499c8151f8b5e7f3e7bfcd21020729ee4f7d31178a6cbc11d1812abae0,Saskatchewan
PreservedSpecimen,,,,,simple,9d0361e0f245c7c31f2afae137a579fc00eed20b7ff844ad5df444d51f3aad02.jpg,,,1.0,vision,,,9d0361e0f245c7c31f2afae137a579fc00eed20b7ff844ad5df444d51f3aad02,
PreservedSpecimen,,,,,simple,9d16af0889f889e5b98a667630db32c917beb0f8a60431b4b10ada31327e9731.jpg,,,1.0,vision,,,9d16af0889f889e5b98a667630db32c917beb0f8a60431b4b10ada31327e9731,
PreservedSpecimen,,REGINA,Canada,,simple,9d5587a19fbc0b2ca6b4d32c276c13c8bca05f3ad7c8f9607de46a70b3d72120.jpg,AAFC,,0.965,vision,,Pyricuslarte srieeo,9d5587a19fbc0b2ca6b4d32c276c13c8bca05f3ad7c8f9607de46a70b3d72120,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1969,simple,9d59aff6c5498b461e9007f1a2b402429480e66ed0f4e40a5f4e03faa28a5328.jpg,AAFC,,0.972,vision,,Agropyron subsecundum,9d59aff6c5498b461e9007f1a2b402429480e66ed0f4e40a5f4e03faa28a5328,Saskatchewan
PreservedSpecimen,,,Canada,1330,simple,9d59f3922e96fc65ea367e3cdbcb1539377edfd1d511abe711f34dfe44d04651.jpg,,,1.0,vision,Apch.C.Budd.,Solidago mollis,9d59f3922e96fc65ea367e3cdbcb1539377edfd1d511abe711f34dfe44d04651,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,9d7d439a1228e059d1098dd684d133caf8ab2b8d09245c7a421146e01a47a721.jpg,AAFC,,0.84,vision,,Identified by,9d7d439a1228e059d1098dd684d133caf8ab2b8d09245c7a421146e01a47a721,Saskatchewan
PreservedSpecimen,019566,REGINA,Canada,0195,simple,9d9131d06569eacd5523941615e143553da83c360576ccf81e7c0dbf9820675d.jpg,AAFC,,0.967,vision,,Leaf blades,9d9131d06569eacd5523941615e143553da83c360576ccf81e7c0dbf9820675d,Saskatchewan
PreservedSpecimen,7,REGINA,Canada,1266,simple,9d94bd5e5db570cdd7afbdb466c4e197c134f7fa4aaf55ce6642b91c5e4b77aa.jpg,AAFC,,0.94,vision,,Sitanion hystrix,9d94bd5e5db570cdd7afbdb466c4e197c134f7fa4aaf55ce6642b91c5e4b77aa,Saskatchewan
PreservedSpecimen,,,Canada,,simple,9d9f9f578b2c93e143caaf615dcaa62d93757337ce44718177c5ce3c68fb5576.jpg,,,0.729,vision,,Houtthy and,9d9f9f578b2c93e143caaf615dcaa62d93757337ce44718177c5ce3c68fb5576,Saskatchewan
PreservedSpecimen,,,,,simple,9da2087fc45cbd06aa4d32f0fcde83b50a6f9f6fffacbd092de53d8381d04703.jpg,,,1.0,vision,,,9da2087fc45cbd06aa4d32f0fcde83b50a6f9f6fffacbd092de53d8381d04703,
PreservedSpecimen,,REGINA,Canada,1969,simple,9da382baba7694a739c5ba589200a96419d3e4e70575a146434c29b54bd0c3d7.jpg,AAFC,,0.838,vision,,Hierochloe odorata,9da382baba7694a739c5ba589200a96419d3e4e70575a146434c29b54bd0c3d7,Saskatchewan
PreservedSpecimen,1059,REGINA,Canada,1988,simple,9db630b6224cc7a66a5e72d26f12de524821dcb0ac9dd299b0d158e44e21b226.jpg,AAFC,,0.97,vision,,Gaillardia ari,9db630b6224cc7a66a5e72d26f12de524821dcb0ac9dd299b0d158e44e21b226,Saskatchewan
PreservedSpecimen,2625,REGINA,Canada,2625,simple,9dcaed402507aaae248c7e35d17c0aa6e5db6ad932294e1e08656d47f145f16b.jpg,AAFC,,0.965,vision,,Persian darnel,9dcaed402507aaae248c7e35d17c0aa6e5db6ad932294e1e08656d47f145f16b,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,9dd3d79684e9228ed9b024b5e261db76070a1761ebecedf8aeed5e04f1bbcbfc.jpg,AAFC,,0.9,vision,,Identified by,9dd3d79684e9228ed9b024b5e261db76070a1761ebecedf8aeed5e04f1bbcbfc,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1963,simple,9df802095b2722b6debf2db578fc01ecf905d1ded5ec90c4bdf55246f3208d77.jpg,AAFC,,0.905,vision,,Festuca ovina,9df802095b2722b6debf2db578fc01ecf905d1ded5ec90c4bdf55246f3208d77,Saskatchewan
PreservedSpecimen,,,,,simple,9e0774abbcb45891f2132ecb3a8c33633fa4eb15ec21bdcdea89ce281648112e.jpg,,,1.0,vision,,,9e0774abbcb45891f2132ecb3a8c33633fa4eb15ec21bdcdea89ce281648112e,
PreservedSpecimen,1123,REGINA,Canada,1964,simple,9e24b42c59892311f551ccab46a895ef51d3baeb284e6543d62aa62caafe032d.jpg,AAFC,,0.939,vision,,Two taxa,9e24b42c59892311f551ccab46a895ef51d3baeb284e6543d62aa62caafe032d,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1969,simple,9e426e605e0d1342fcf024694cf18a998dd70836669bb5f0c1128ef3201b1211.jpg,AAFC,,0.94,vision,,Koeleria eriateta,9e426e605e0d1342fcf024694cf18a998dd70836669bb5f0c1128ef3201b1211,Saskatchewan
PreservedSpecimen,,,Canada,1956,simple,9e4b2ca330a2bcf2b90e9b56d586ae4759329dfd3a2101af79e5101ce5ea1df4.jpg,,,1.0,vision,B.S. Molberg.,Solidago nissouriensis,9e4b2ca330a2bcf2b90e9b56d586ae4759329dfd3a2101af79e5101ce5ea1df4,Saskatchewan
PreservedSpecimen,,REGINA,Canada,"Aug. 22, 1985",simple,9e8fe0b8fae66f900bf23fc61533b16b88fb915208d7bfae69b10e90cabd775c.jpg,AAFC,,1.0,vision,,Liatris ligulistylis,9e8fe0b8fae66f900bf23fc61533b16b88fb915208d7bfae69b10e90cabd775c,Saskatchewan
PreservedSpecimen,,,Canada,1971,simple,9e9d20f1eb6c088f7f171f9652170e9b578c2f843a1840ce01e5f6fcd0bf5287.jpg,,,1.0,vision,,,9e9d20f1eb6c088f7f171f9652170e9b578c2f843a1840ce01e5f6fcd0bf5287,Saskatchewan
PreservedSpecimen,80,REGINA,Canada,1984,simple,9ea535307fd83ad1779dc9cf4337f4d6d3d44c26c082e98c3ccbbc1e85a0bce4.jpg,AAFC,,0.93,vision,,Senecio pauperculus,9ea535307fd83ad1779dc9cf4337f4d6d3d44c26c082e98c3ccbbc1e85a0bce4,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,9eaac39958fd96d87f9bb07bed2c1c579c7a74d866e1f56425c228a195c78cb9.jpg,AAFC,,1.0,vision,,Identified by,9eaac39958fd96d87f9bb07bed2c1c579c7a74d866e1f56425c228a195c78cb9,Saskatchewan
PreservedSpecimen,,,Canada,1983,simple,9eda9e8f7375a1793c5790f243097599ad4d230c202da27e46fea79fb240f000.jpg,,grassland,0.865,vision,,Leymus innovatus,9eda9e8f7375a1793c5790f243097599ad4d230c202da27e46fea79fb240f000,Saskatchewan
PreservedSpecimen,,,Canada,1192,simple,9ee13a6c3c9d3ca6757350217b28d42b7e7bd0d6592406b5025e0276673c2ce5.jpg,,,0.859,vision,,Identified by,9ee13a6c3c9d3ca6757350217b28d42b7e7bd0d6592406b5025e0276673c2ce5,Saskatchewan
PreservedSpecimen,0,REGINA,Canada,9231,simple,9eef83a1e93bea5d530d8919abe2543628973640dde69d2be50f0c9d064c5b9c.jpg,AAFC,,1.0,vision,,Setaria viridis,9eef83a1e93bea5d530d8919abe2543628973640dde69d2be50f0c9d064c5b9c,Saskatchewan
PreservedSpecimen,,,,,simple,9f093e69973b0647340140a73c131b6cd91644722b36f2187e8afdd61b2e5e51.jpg,,,1.0,vision,,Draba vemorosa,9f093e69973b0647340140a73c131b6cd91644722b36f2187e8afdd61b2e5e51,
PreservedSpecimen,2077,REGINA,Canada,2077,simple,9f1e9509a6bec0ea30c78f21bb9c158cc3e4872d26eeea39b2f7a3e4fd02b964.jpg,AAFC,,1.0,vision,,Bative gr,9f1e9509a6bec0ea30c78f21bb9c158cc3e4872d26eeea39b2f7a3e4fd02b964,Saskatchewan
PreservedSpecimen,,,Canada,,simple,9f439392b9cd7306a42175014beabbe9fd2b7724cfc9475d7fbddebd53fbf9a0.jpg,,,0.942,vision,,Ixeodesmia juncea,9f439392b9cd7306a42175014beabbe9fd2b7724cfc9475d7fbddebd53fbf9a0,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1989,simple,9f509441cd0becbf6657e7f97e6d4708247575392349264a9ea0551e5db068c2.jpg,AAFC,,0.894,vision,,Identified by,9f509441cd0becbf6657e7f97e6d4708247575392349264a9ea0551e5db068c2,Saskatchewan
PreservedSpecimen,1136,,Canada,2803,simple,9f7c926b824107739152ea9b98598df2e1a35d499dd028773989c0cd98ecfd63.jpg,,,0.95,vision,,Growing on,9f7c926b824107739152ea9b98598df2e1a35d499dd028773989c0cd98ecfd63,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,9f89f5b463e197b8578607eca1a31d8cdc958c4d1aa1ba254da0178721fdf0c9.jpg,AAFC,Rondeide,0.965,vision,,Grindelia squazrosa,9f89f5b463e197b8578607eca1a31d8cdc958c4d1aa1ba254da0178721fdf0c9,Saskatchewan
PreservedSpecimen,0,REGINA,Canada,9160,simple,9f9df626ef7385c8f994f052934ebd286364f5a7d740ac45a9ceaf75caec5883.jpg,AAFC,,1.0,vision,,Calamegrostis canadensis,9f9df626ef7385c8f994f052934ebd286364f5a7d740ac45a9ceaf75caec5883,Saskatchewan
PreservedSpecimen,144,REGINA,Canada,1984,simple,9face76949f237032fa322e785022c43cfede87f99fe82e60adb2da58b3338bb.jpg,AAFC,,0.918,vision,,Elutrigia repens,9face76949f237032fa322e785022c43cfede87f99fe82e60adb2da58b3338bb,Saskatchewan
PreservedSpecimen,,REGINA,Canada,9912,simple,9fb09efc1e51d1503c275706907dc54abb06c9c68c109a4589efed98b9cacc30.jpg,AAFC,Dryslough SASKATCHEWAN,0.922,vision,,Kanthiun strumarium,9fb09efc1e51d1503c275706907dc54abb06c9c68c109a4589efed98b9cacc30,Saskatchewan
PreservedSpecimen,,,Canada,2805,simple,9fc2f2da2a93821dcef8b86927fbfa5af5f38a2c28e1e303733d2d4de500a542.jpg,,,0.962,vision,,Honoo hahe,9fc2f2da2a93821dcef8b86927fbfa5af5f38a2c28e1e303733d2d4de500a542,Saskatchewan
