basisOfRecord,catalogNumber,collectionCode,country,eventDate,extraction_method,image,institutionCode,locality,ocr_confidence,ocr_engine,recordedBy,scientificName,specimen_id,stateProvince
PreservedSpecimen,,REGINA,Canada,1986,simple,412e33eaf462aef764d441efae9c7c5302e238fd501422d81455c8e715217125.jpg,AAFC,,1.0,vision,,Koeleria macrantha,412e33eaf462aef764d441efae9c7c5302e238fd501422d81455c8e715217125,Saskatchewan
PreservedSpecimen,39985,REGINA,Canada,3998,simple,4141e9ac5cda4602e36d81297c53c076560f1359ce8a56332e6176eaa65ca4ce.jpg,AAFC,,0.933,vision,,Ratibida colugnifera,4141e9ac5cda4602e36d81297c53c076560f1359ce8a56332e6176eaa65ca4ce,Saskatchewan
PreservedSpecimen,2458,,Canada,2458,simple,414a628196a2e482ca1b987105603c6fafc8f3de5db881e09af51d7b71420991.jpg,,,1.0,vision,,Koeleria scistata,414a628196a2e482ca1b987105603c6fafc8f3de5db881e09af51d7b71420991,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1988,simple,416a4eccd0eb2e60f47945c6f54ab352f5ea3755503cf04de95d687811d6d803.jpg,AAFC,,0.896,vision,,Duplicate confirmed,416a4eccd0eb2e60f47945c6f54ab352f5ea3755503cf04de95d687811d6d803,Saskatchewan
PreservedSpecimen,2093,REGINA,Canada,2093,simple,41a85c48d53db9cdabffcee2fca47d68e2d5831a882eec8feb51a8070e1272ce.jpg,AAFC,,0.856,vision,,Skouldt be,41a85c48d53db9cdabffcee2fca47d68e2d5831a882eec8feb51a8070e1272ce,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,41d94c9e926969d6a671f4b95e3330ba15e312ad378631ed5d5091eb0903ee9a.jpg,AAFC,,0.929,vision,,Locat ion,41d94c9e926969d6a671f4b95e3330ba15e312ad378631ed5d5091eb0903ee9a,Saskatchewan
PreservedSpecimen,,,Canada,,simple,41dd6e0fa5b044a911d39428d00aa42f921a85f582943d504fc4a9c81851ade0.jpg,,,1.0,vision,,Identified by,41dd6e0fa5b044a911d39428d00aa42f921a85f582943d504fc4a9c81851ade0,Saskatchewan
PreservedSpecimen,2,,Canada,1936,simple,41ddd8bbb23eeea9603f6f04a7c671a8186d26e3f23b112d3926a6c1fc3ed633.jpg,,,1.0,vision,J. I Bolton.,Moist prairie,41ddd8bbb23eeea9603f6f04a7c671a8186d26e3f23b112d3926a6c1fc3ed633,Saskatchewan
PreservedSpecimen,128,REGINA,Canada,1987,simple,41eb2ae26f1e5656cabbf1e72a86f6b4980df2dde674393490be0217e2ae813a.jpg,AAFC,,0.913,vision,S. Paguette. .. .,Bromus japopi,41eb2ae26f1e5656cabbf1e72a86f6b4980df2dde674393490be0217e2ae813a,Saskatchewan
PreservedSpecimen,1227,,Canada,1986,simple,41eb41dc44585a421cffc8b987354858f048a0e57021528956370b72fbcf2eb3.jpg,,,0.948,vision,Wige..... .,Research confirmed,41eb41dc44585a421cffc8b987354858f048a0e57021528956370b72fbcf2eb3,Saskatchewan
PreservedSpecimen,,,,,simple,41eee1d7419ca2e3c73e963c5fbc13f4c5e9fa010d4794e72136d2d71d7c2e40.jpg,,,1.0,vision,,,41eee1d7419ca2e3c73e963c5fbc13f4c5e9fa010d4794e72136d2d71d7c2e40,
PreservedSpecimen,201,,Canada,2808,simple,41f65f526f53aa045a9b4cf15e5fe474c305a545298e08c87b57553700239f9c.jpg,,,1.0,vision,Thomas.,Nam oncnu,41f65f526f53aa045a9b4cf15e5fe474c305a545298e08c87b57553700239f9c,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,41f8b53c0478a1ad2a35e85d205f0f8caca8e13c0d8f3043f2c5703bc7b18ed1.jpg,AAFC,,1.0,vision,,Identified by,41f8b53c0478a1ad2a35e85d205f0f8caca8e13c0d8f3043f2c5703bc7b18ed1,Saskatchewan
PreservedSpecimen,9,REGINA,Canada,"June 20, 1984",simple,420e1fcf84d6a91185ee4241c746153666bd976a550c73a076c33bd711540228.jpg,AAFC,,0.963,vision,R. Wise . . . . .,Checked by,420e1fcf84d6a91185ee4241c746153666bd976a550c73a076c33bd711540228,Saskatchewan
PreservedSpecimen,26,REGINA,Canada,,simple,4233123d56f3f904fe81c34db48f59063c1c8df11bdd6a84a597412b1c661410.jpg,AAFC,HABITAT,1.0,vision,,,4233123d56f3f904fe81c34db48f59063c1c8df11bdd6a84a597412b1c661410,Saskatchewan
PreservedSpecimen,,,Canada,,simple,4234dc485f3e23219321d1c84ad0f3f76e45e647b6057586c5ed1cf6b3a251a7.jpg,,,0.914,vision,,Locat ion,4234dc485f3e23219321d1c84ad0f3f76e45e647b6057586c5ed1cf6b3a251a7,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,4277bf9403c626497565485658daadd15b5be98f78448750f92a85e4c34876fd.jpg,AAFC,,0.969,vision,P..Hor Pathogen IdentiFied by... ....A Host Identified by...P..Harsie. calibrite colorchecker CLASSIC,Identified by,4277bf9403c626497565485658daadd15b5be98f78448750f92a85e4c34876fd,Saskatchewan
PreservedSpecimen,019536,REGINA,Canada,0195,simple,42be5ac97112b1ca814d215ae1a492cf5ce76346b81cd90d8d99c313c017d12c.jpg,AAFC,,0.974,vision,,Annotated by,42be5ac97112b1ca814d215ae1a492cf5ce76346b81cd90d8d99c313c017d12c,Saskatchewan
PreservedSpecimen,1925,REGINA,Canada,2021,simple,42fcfe9376550a834a81574e8377b3c203cd59e197564d5a7c29432048d74913.jpg,AAFC,,0.923,vision,,Sa or,42fcfe9376550a834a81574e8377b3c203cd59e197564d5a7c29432048d74913,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,43085914ca8855b9b2e2987fa36bf73637ccfd2d9c6928e858028f7474bccf3b.jpg,AAFC,HABITAT,1.0,vision,,Aetemisia biennis,43085914ca8855b9b2e2987fa36bf73637ccfd2d9c6928e858028f7474bccf3b,Saskatchewan
PreservedSpecimen,,,,,simple,431ba13726c3db542361a605871439def4760933b7f6377b5e3ff59869739dcb.jpg,,,1.0,vision,,,431ba13726c3db542361a605871439def4760933b7f6377b5e3ff59869739dcb,
PreservedSpecimen,019,REGINA,Canada,1988,simple,433524b467d465afe8336e6c9c25e53d4f4abe9cbc49e75ed475e23a57ae4058.jpg,AAFC,,0.939,vision,,Duplicate confirmed,433524b467d465afe8336e6c9c25e53d4f4abe9cbc49e75ed475e23a57ae4058,Saskatchewan
PreservedSpecimen,,REGINA,Canada,2722,simple,4342e3248c00febbe1adde0d010c4c1823f55ce3e805a6f2946b9d5fc93a82b0.jpg,AAFC,,0.965,vision,,Paceinis rubifacies,4342e3248c00febbe1adde0d010c4c1823f55ce3e805a6f2946b9d5fc93a82b0,Saskatchewan
PreservedSpecimen,,REGINA,Canada,9362,simple,4370d502a9a71cdc7fd244c2fbb1c348179bce635dcdefce729d16a5b794bf1c.jpg,AAFC,E Swampy area ALBERTA,1.0,vision,,Hierochloe odorata,4370d502a9a71cdc7fd244c2fbb1c348179bce635dcdefce729d16a5b794bf1c,Saskatchewan
PreservedSpecimen,919,REGINA,Canada,9296,simple,43c058bf583dab68c87bace94d2a068f5d8cb045f360ced6eadb1e8a4ff62832.jpg,AAFC,,0.965,vision,,Ielictotrichon hookeri,43c058bf583dab68c87bace94d2a068f5d8cb045f360ced6eadb1e8a4ff62832,Saskatchewan
PreservedSpecimen,01,REGINA,Canada,9578,simple,43c1d93f6dafe326ac72d1c5e1d1b72c8eccf54ac2fb425c5e0e88d47d89570e.jpg,AAFC,,1.0,vision,,Setaria viridis,43c1d93f6dafe326ac72d1c5e1d1b72c8eccf54ac2fb425c5e0e88d47d89570e,Saskatchewan
PreservedSpecimen,,,,,simple,43cb7b0f71e292bd59051b1781510f20dc23ed3b8627fc12d99c397fd37fef95.jpg,,,1.0,vision,,Hypericum perforatum,43cb7b0f71e292bd59051b1781510f20dc23ed3b8627fc12d99c397fd37fef95,
PreservedSpecimen,59,REGINA,Canada,1968,simple,43cd4df53cd60c8e7af9fb55a0970b174d044768bbd7681fb666cae966a2d87d.jpg,AAFC,,1.0,vision,,Helenium gutumnale,43cd4df53cd60c8e7af9fb55a0970b174d044768bbd7681fb666cae966a2d87d,Saskatchewan
PreservedSpecimen,280566,,Canada,2805,simple,4401b7d21ab6eb58c297ccc44fb1c139f8dd0454fc3d672b41897f23aec037f5.jpg,,,0.963,vision,,Le tol,4401b7d21ab6eb58c297ccc44fb1c139f8dd0454fc3d672b41897f23aec037f5,Saskatchewan
PreservedSpecimen,,,,1379,simple,4424325c20edb3183666767e82b131b9183c494f5b06b38dc3d40867006986d7.jpg,,Springside Remarks Scapose perennial,0.93,vision,Wi. Sherkenek,Grepis runcirata,4424325c20edb3183666767e82b131b9183c494f5b06b38dc3d40867006986d7,
PreservedSpecimen,,REGINA,Canada,,simple,443a7c3dac42ab8142581a1dc34f3f3b385b83947af6704109af571996d391fe.jpg,AAFC,,0.92,vision,,Identified by,443a7c3dac42ab8142581a1dc34f3f3b385b83947af6704109af571996d391fe,Saskatchewan
PreservedSpecimen,1443,REGINA,Canada,1988,simple,444af008898b8f9a80f79fbbfa8f981af27a1378a52c0257e59f33dc50281edf.jpg,AAFC,,1.0,vision,,Duplicate confirmed,444af008898b8f9a80f79fbbfa8f981af27a1378a52c0257e59f33dc50281edf,Saskatchewan
PreservedSpecimen,,REGINA,Canada,6254,simple,4459490a89b09021ef581afeb311676baa056e174fb5d547c3a40a2c03b7d46b.jpg,AAFC,,0.869,vision,,Agropyron albicans,4459490a89b09021ef581afeb311676baa056e174fb5d547c3a40a2c03b7d46b,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1876,simple,445c17f36da9383feb3d80eeedbc9d2f894f4b9e7e7ff434ff35c644afb9f722.jpg,AAFC,,1.0,vision,,Agricul ture,445c17f36da9383feb3d80eeedbc9d2f894f4b9e7e7ff434ff35c644afb9f722,Saskatchewan
PreservedSpecimen,407,REGINA,Canada,1986,simple,44745da6c07284a7ce8d8f784e470e00d2da0dca8fc53fe7846e8b416d44359a.jpg,AAFC,,0.933,vision,,Ansotated by,44745da6c07284a7ce8d8f784e470e00d2da0dca8fc53fe7846e8b416d44359a,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1988,simple,44a80620044e5c5012dac26c3c09b7ddc78f867d6e759573d0ea00f9b807bbdc.jpg,AAFC,,1.0,vision,,Cirsium arvense,44a80620044e5c5012dac26c3c09b7ddc78f867d6e759573d0ea00f9b807bbdc,Saskatchewan
PreservedSpecimen,1148,REGINA,Canada,1148,simple,44cc4242f1b5d0194d205c88e930df887c55e23315f30ae331b8b6b1c715876b.jpg,AAFC,,0.907,vision,,Number a,44cc4242f1b5d0194d205c88e930df887c55e23315f30ae331b8b6b1c715876b,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1985,simple,44ed226a9ae40fb41acfffb498ce27480e1e5e441b603f88568baf459bff6535.jpg,AAFC,,0.945,vision,,Contemes deleaudii,44ed226a9ae40fb41acfffb498ce27480e1e5e441b603f88568baf459bff6535,Saskatchewan
PreservedSpecimen,,,Canada,1935,simple,450b6279d39d5f78125c4cc2749b934f6987a78cea75d4407e5d059088768edf.jpg,,,0.956,vision,,Iva xanthifolia,450b6279d39d5f78125c4cc2749b934f6987a78cea75d4407e5d059088768edf,Saskatchewan
PreservedSpecimen,377,REGINA,Canada,1984,simple,4538a105b342076897448538c667bc26a092e7eec7280e2752b0c38d540bd44d.jpg,AAFC,,0.922,vision,,Ater brachyute,4538a105b342076897448538c667bc26a092e7eec7280e2752b0c38d540bd44d,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1980,simple,457349a0de9263566739c05ea8a7b66442af4f21dfc20fc655f1f26cc92bed9a.jpg,AAFC,,0.95,vision,,Centeures sigre,457349a0de9263566739c05ea8a7b66442af4f21dfc20fc655f1f26cc92bed9a,Saskatchewan
PreservedSpecimen,280235,REGINA,Canada,2802,simple,458fe0266afea9489b6ea97b7405915ab7474044e2ec795155ac5d19686f15d5.jpg,AAFC,,0.977,vision,,Aster lanceolatus,458fe0266afea9489b6ea97b7405915ab7474044e2ec795155ac5d19686f15d5,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1969,simple,460860fa12adf03d1f776e99d7c2e93a30d81aae316ff5e0a77ae7b7ac092ad7.jpg,AAFC,,0.853,vision,,Aster pansus,460860fa12adf03d1f776e99d7c2e93a30d81aae316ff5e0a77ae7b7ac092ad7,Saskatchewan
PreservedSpecimen,,,,,simple,4628a93a52ffdd49ab161b4f67e966f9074ad31109d7e4209f0e78083e49ec5a.jpg,,,1.0,vision,,,4628a93a52ffdd49ab161b4f67e966f9074ad31109d7e4209f0e78083e49ec5a,
PreservedSpecimen,,,Canada,,simple,462cb181958b2532a05672bff04e16fc21a86a3d3d95bc25a2e70598bb725354.jpg,,HABITAT,0.953,vision,,,462cb181958b2532a05672bff04e16fc21a86a3d3d95bc25a2e70598bb725354,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,462e8a93c296aa9fb2b2979e876be2e95bbd0f2d1464cdec3233e83b98355bb6.jpg,AAFC,,1.0,vision,,Checked by,462e8a93c296aa9fb2b2979e876be2e95bbd0f2d1464cdec3233e83b98355bb6,Saskatchewan
PreservedSpecimen,117,REGINA,Canada,0190,simple,463b1a75e68a3fdd15f932b201d50a677f40fbd3dfdc30082a8a1778ff9be99e.jpg,AAFC,,0.971,vision,,Bromus tec,463b1a75e68a3fdd15f932b201d50a677f40fbd3dfdc30082a8a1778ff9be99e,Saskatchewan
PreservedSpecimen,,,,,simple,46499426df275fd084c84a958abc6ed32fdb1c9dade9b6039ca9028ffcce5c01.jpg,,,1.0,vision,,Sonchus ensis,46499426df275fd084c84a958abc6ed32fdb1c9dade9b6039ca9028ffcce5c01,
PreservedSpecimen,,,,,simple,466b6e845fbe22fa4f6ef02059e31c5c387b09ddf175719affe4ca396d7ab2ae.jpg,,,1.0,vision,,,466b6e845fbe22fa4f6ef02059e31c5c387b09ddf175719affe4ca396d7ab2ae,
PreservedSpecimen,,REGINA,Canada,1973,simple,46a7766344b5e971f436c4c45563dd3e5bc10f56f5682f3ae50057d87a4d7873.jpg,AAFC,,0.939,vision,,Utl mm,46a7766344b5e971f436c4c45563dd3e5bc10f56f5682f3ae50057d87a4d7873,Saskatchewan
PreservedSpecimen,,,Canada,0009,simple,46d05f53b0085706985d2b99efc219d2a472e659c3bbaa47904562d437a70362.jpg,,,0.972,vision,,Latin name,46d05f53b0085706985d2b99efc219d2a472e659c3bbaa47904562d437a70362,Saskatchewan
PreservedSpecimen,641,REGINA,Canada,6112,simple,46dff1231b12e9733a68b0c7f7d65adf706eae6e72af023892f5d197c70e688a.jpg,AAFC,,0.937,vision,,Sonchus arvensis,46dff1231b12e9733a68b0c7f7d65adf706eae6e72af023892f5d197c70e688a,Saskatchewan
PreservedSpecimen,,,,,simple,46e9ddc1e54168ec03a4f39c959de15c6bf7a7f9b1d3dbc84042d3b63385d201.jpg,,,0.95,vision,,Wlll mn,46e9ddc1e54168ec03a4f39c959de15c6bf7a7f9b1d3dbc84042d3b63385d201,
PreservedSpecimen,,REGINA,Canada,1332,simple,470453a16f7d711ac25d0dd83f44f0b1a21060eba8a1ffd0accba05184fdbd2e.jpg,AAFC,,0.913,vision,,Alopecurus aequalis,470453a16f7d711ac25d0dd83f44f0b1a21060eba8a1ffd0accba05184fdbd2e,Saskatchewan
PreservedSpecimen,2,REGINA,Canada,2064,simple,471983054cbfc5af994fcb7af2ee7df1bc36951677ce52707af1b98cc55897ad.jpg,AAFC,,1.0,vision,,Setebun mardanan,471983054cbfc5af994fcb7af2ee7df1bc36951677ce52707af1b98cc55897ad,Saskatchewan
PreservedSpecimen,,REGINA,Canada,"April 12, 1962",simple,47606771237bfc2bafcecdc9d2da327c5d407de272f51a50b13a902b5d3b98a1.jpg,AAFC,,1.0,vision,K.E.Best,Lva axd,47606771237bfc2bafcecdc9d2da327c5d407de272f51a50b13a902b5d3b98a1,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,4771b514f1af9c31a23898b3f688cc21399bcdb6b02bbe8ea0cfe07962aab4b6.jpg,AAFC,,1.0,vision,,Artemisia biennis,4771b514f1af9c31a23898b3f688cc21399bcdb6b02bbe8ea0cfe07962aab4b6,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,478999733c97828d3e1816e3ea5eefd9b7ab03e198158f5d763a2ec7b9a2d511.jpg,AAFC,,1.0,vision,,Checked by,478999733c97828d3e1816e3ea5eefd9b7ab03e198158f5d763a2ec7b9a2d511,Saskatchewan
PreservedSpecimen,2,,Canada,1403,simple,47c51a2c44d9362c3d0ea69c70d3b20bc013b049fe32d6f3bf4ed4700988fb50.jpg,,,0.968,vision,,Silvbam marianun,47c51a2c44d9362c3d0ea69c70d3b20bc013b049fe32d6f3bf4ed4700988fb50,Saskatchewan
PreservedSpecimen,1135,,Canada,1135,simple,47c839f34e979f34d89662abd78713721f3b907151ffb5b1889795363dc121a2.jpg,,,0.881,vision,,Voot and,47c839f34e979f34d89662abd78713721f3b907151ffb5b1889795363dc121a2,Saskatchewan
PreservedSpecimen,,,Canada,,simple,47dcde6d3986231a6f11f673c7478b8709cfacf040284bad31a179d60c434564.jpg,,,0.918,vision,,Identified by,47dcde6d3986231a6f11f673c7478b8709cfacf040284bad31a179d60c434564,Saskatchewan
PreservedSpecimen,,,,,simple,4806700003dd116f3d61e0022aede68cca400f1b7bd61dd1a8c50a314e32dd82.jpg,,,0.922,vision,,Cirsium arvense,4806700003dd116f3d61e0022aede68cca400f1b7bd61dd1a8c50a314e32dd82,
PreservedSpecimen,9,REGINA,Canada,0189,simple,48089abe0dd1273e0974ed7908f8ea1a3a3f0b766a8462da4961414386773de7.jpg,AAFC,,0.912,vision,,Identified by,48089abe0dd1273e0974ed7908f8ea1a3a3f0b766a8462da4961414386773de7,Saskatchewan
PreservedSpecimen,1348,REGINA,Canada,1348,simple,4863d42b7a8a6858e845703403249e5504133dbcce89def9d4ee391288947589.jpg,AAFC,,1.0,vision,,Michaelmas daisy,4863d42b7a8a6858e845703403249e5504133dbcce89def9d4ee391288947589,Saskatchewan
PreservedSpecimen,8,REGINA,Canada,,simple,4876df5992d18fd2657b97e83f5cdd275af13b8f5e25df14a07b8676c4fa20df.jpg,AAFC,,0.842,vision,,Selarig yadis,4876df5992d18fd2657b97e83f5cdd275af13b8f5e25df14a07b8676c4fa20df,Saskatchewan
PreservedSpecimen,,REGINA,Canada,"July 19, 1984",simple,48a2271918faf2ba94d6224b1f5d1a902fe0ecb2a6dae9b9ca031784ce7995e1.jpg,AAFC,,1.0,vision,,Yellow goat,48a2271918faf2ba94d6224b1f5d1a902fe0ecb2a6dae9b9ca031784ce7995e1,Saskatchewan
PreservedSpecimen,,REGINA,Canada,,simple,48b0442ab97def5cdae9254bc7fe8450e68809a96154bba0f322ae432efca024.jpg,AAFC,,1.0,vision,,Identified by,48b0442ab97def5cdae9254bc7fe8450e68809a96154bba0f322ae432efca024,Saskatchewan
PreservedSpecimen,,,Canada,,simple,491ce405b0a3f12cb453bc573a5238e4414e68982a29fb871799248c96c7ce37.jpg,,,0.93,vision,,Daraul latin,491ce405b0a3f12cb453bc573a5238e4414e68982a29fb871799248c96c7ce37,Saskatchewan
PreservedSpecimen,100,REGINA,Canada,1988,simple,4937c167f8b019693a6f3314012ff3ca5807d1ab2f831ec0bb7518eae5069fa9.jpg,AAFC,wise s Auser,0.934,vision,,Aster lanceolatus,4937c167f8b019693a6f3314012ff3ca5807d1ab2f831ec0bb7518eae5069fa9,Saskatchewan
PreservedSpecimen,,REGINA,Canada,2809,simple,49441bb3e3960bcf4c6cac5db04a0892c57c44f639fdacf60b407d8eca0a215f.jpg,AAFC,,0.979,vision,,Heterotheca villosa,49441bb3e3960bcf4c6cac5db04a0892c57c44f639fdacf60b407d8eca0a215f,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1971,simple,494ea5059c2b36b2ae77133c600bfe4b672c04ea0bfab0867792091ba1d24c4d.jpg,AAFC,,0.946,vision,,Bromus inermis,494ea5059c2b36b2ae77133c600bfe4b672c04ea0bfab0867792091ba1d24c4d,Saskatchewan
PreservedSpecimen,,REGINA,Canada,2114,simple,495876548706b62e28ccf1a2f36b5a39c638fefc011a591eb9ee256f703459be.jpg,AAFC,,0.94,vision,,Identified bv,495876548706b62e28ccf1a2f36b5a39c638fefc011a591eb9ee256f703459be,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1989,simple,497067dc84dd1a252bafbb6b5fdc8c3662a7bdbb4532cb958e3f83ebb4bad68a.jpg,AAFC,,0.965,vision,,Erigeron philadelphicus,497067dc84dd1a252bafbb6b5fdc8c3662a7bdbb4532cb958e3f83ebb4bad68a,Saskatchewan
PreservedSpecimen,,REGINA,Canada,0197,simple,499618c325bac6605adac87d9ebb9016fe6921c00f14952f7095eaa8650eb5f4.jpg,AAFC,,0.956,vision,,Duplicate confirmed,499618c325bac6605adac87d9ebb9016fe6921c00f14952f7095eaa8650eb5f4,Saskatchewan
PreservedSpecimen,,REGINA,Canada,2708,simple,49a2656d60290126d430ed6f961b520b1e632e22e2db5a452b10372b2e850290.jpg,AAFC,,0.978,vision,,Nevski in,49a2656d60290126d430ed6f961b520b1e632e22e2db5a452b10372b2e850290,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1988,simple,49a953ca5250f14b9a2f3a3ccceeb387ca77d2013f8e36eed7ec9e316d113082.jpg,AAFC,,1.0,vision,,Aster modestus,49a953ca5250f14b9a2f3a3ccceeb387ca77d2013f8e36eed7ec9e316d113082,Saskatchewan
PreservedSpecimen,,,,,simple,49d34c93e2eaeb6252fb1ada7dd12b99dafcd0ef30ce26e6efbd45e5dacdd818.jpg,,,1.0,vision,,,49d34c93e2eaeb6252fb1ada7dd12b99dafcd0ef30ce26e6efbd45e5dacdd818,
PreservedSpecimen,1705,REGINA,Canada,"July 14, 1988",simple,49ea3db461d700f79f23de6182885b42125eb98e2d13c143f8975869bdabfceb.jpg,AAFC,Wise,0.95,vision,,Duplicate confirmed,49ea3db461d700f79f23de6182885b42125eb98e2d13c143f8975869bdabfceb,Saskatchewan
PreservedSpecimen,20,REGINA,Canada,0428,simple,49eb7644d78c2e63b975cd0740bed8ebc7511142dfd9922957f9fa65609a68b8.jpg,AAFC,,0.967,vision,,Matricaria chamomilla,49eb7644d78c2e63b975cd0740bed8ebc7511142dfd9922957f9fa65609a68b8,Saskatchewan
PreservedSpecimen,136,REGINA,Canada,1987,simple,49ee1d1760e9589a81ac690303fb87187901937154e5daaba877c9f4127f233a.jpg,AAFC,,0.933,vision,,Bromus tectorum,49ee1d1760e9589a81ac690303fb87187901937154e5daaba877c9f4127f233a,Saskatchewan
PreservedSpecimen,,,Canada,1982,simple,4a1148702bca99ecb50c4bfe57fbd5b2e38eeefe0fe9d75e58201d80f7345cfa.jpg,,,0.914,vision,,Ramularia taraxaci,4a1148702bca99ecb50c4bfe57fbd5b2e38eeefe0fe9d75e58201d80f7345cfa,Saskatchewan
PreservedSpecimen,3048,REGINA,Canada,3048,simple,4a1de914dfc477df6f2c21c1ee862bdbe725fd74921c3aef6f537511055a8959.jpg,AAFC,,1.0,vision,,Senecio yulgaria,4a1de914dfc477df6f2c21c1ee862bdbe725fd74921c3aef6f537511055a8959,Saskatchewan
PreservedSpecimen,2,REGINA,Canada,1964,simple,4a43e4398dc0875dc6be632318f2d5ccacef90d13d87a9bf1b3dc2251f97f7e0.jpg,AAFC,,1.0,vision,,Chrysopsis villoss,4a43e4398dc0875dc6be632318f2d5ccacef90d13d87a9bf1b3dc2251f97f7e0,Saskatchewan
PreservedSpecimen,,,Canada,,simple,4a548632def325f88fb2df3673172eefe3e4033da0e1200f1e0808ead6db13ae.jpg,,,0.95,vision,,Identified by,4a548632def325f88fb2df3673172eefe3e4033da0e1200f1e0808ead6db13ae,Saskatchewan
PreservedSpecimen,0,REGINA,Canada,2461,simple,4a69a436d3ec114e2de47af72ef82d6310c4df71e30372376958608d22d3ec62.jpg,AAFC,,0.967,vision,,Secale sereale,4a69a436d3ec114e2de47af72ef82d6310c4df71e30372376958608d22d3ec62,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1986,simple,4a69e3732b6cb2f370a9309ad09e0af99ec5d327cee0340fe93280fe49c3965b.jpg,AAFC,,1.0,vision,,Identified by,4a69e3732b6cb2f370a9309ad09e0af99ec5d327cee0340fe93280fe49c3965b,Saskatchewan
PreservedSpecimen,2670,REGINA,Canada,2670,simple,4a86b557c1f624951658f07db5e40d6aa4feb2d6203057c8d65c55d295030687.jpg,AAFC,,1.0,vision,,Received for,4a86b557c1f624951658f07db5e40d6aa4feb2d6203057c8d65c55d295030687,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1960,simple,4a9294feb5fa35049fbe117df2668a3b918bc384f3eb9c05de804d7647ded05f.jpg,AAFC,,1.0,vision,,Greene vare,4a9294feb5fa35049fbe117df2668a3b918bc384f3eb9c05de804d7647ded05f,Saskatchewan
PreservedSpecimen,,,,,simple,4a97c19880c981781319b494399ef561f5573abbb6686fcb869efef820734f98.jpg,,,1.0,vision,,,4a97c19880c981781319b494399ef561f5573abbb6686fcb869efef820734f98,
PreservedSpecimen,1906,REGINA,Canada,1906,simple,4ab27189eb29fd39001ad2417e7ea7d36161c74c7d28c82aa7e70ec58d920637.jpg,AAFC,,0.956,vision,,In gravel,4ab27189eb29fd39001ad2417e7ea7d36161c74c7d28c82aa7e70ec58d920637,Saskatchewan
PreservedSpecimen,01,REGINA,Canada,30-10-75,simple,4ac8cd2a0e6dd553642d6e9d7638f1ddf3356a4c8f69b3125a83daae1ccdc7f9.jpg,AAFC,,0.93,vision,,Calamagrostis neplecta,4ac8cd2a0e6dd553642d6e9d7638f1ddf3356a4c8f69b3125a83daae1ccdc7f9,Saskatchewan
PreservedSpecimen,,REGINA,Canada,"April 12, 1962",simple,4ad1512b5395012738c4d8ded4c641dd24e53d90bb7b3c607dba9551424d79e2.jpg,AAFC,,0.95,vision,K.F.Best,Pursh ssp,4ad1512b5395012738c4d8ded4c641dd24e53d90bb7b3c607dba9551424d79e2,Saskatchewan
PreservedSpecimen,9337,REGINA,Canada,9337,simple,4ade60321a4adebb1639ebef48d177694148b78825d3d6d800f8d17c50fad418.jpg,AAFC,,0.936,vision,,Aster puniceus,4ade60321a4adebb1639ebef48d177694148b78825d3d6d800f8d17c50fad418,Saskatchewan
PreservedSpecimen,,REGINA,Canada,1988,simple,4b08c14fdb6a9e2933079700113cc29b665c9482478f098f60ead82b8d785d75.jpg,AAFC,,1.0,vision,,Centre confirmed,4b08c14fdb6a9e2933079700113cc29b665c9482478f098f60ead82b8d785d75,Saskatchewan
PreservedSpecimen,,REGINA,Canada,2802,simple,4b16dce5493859a8bc21c6a76dcaae2b63791600c338318ca4f44617474813b5.jpg,AAFC,,0.93,vision,,Checked by,4b16dce5493859a8bc21c6a76dcaae2b63791600c338318ca4f44617474813b5,Saskatchewan
PreservedSpecimen,,,Canada,2546,simple,4b54fec7b67f410342ff040ec97df64b8846d4e432ab75d8c2893a4dfc69d7ac.jpg,,Rosaside SASKATCHEWAN calibrite igitola Vgiure C,0.869,vision,,Taraxacum officinale,4b54fec7b67f410342ff040ec97df64b8846d4e432ab75d8c2893a4dfc69d7ac,Saskatchewan
PreservedSpecimen,,REGINA,Canada,"Sept 12, 1984",simple,4b7a4894437749d46b5b88f16b9526e02840ded27d182453a1df9190596948c0.jpg,AAFC,,1.0,vision,,Cirsium flodmanii,4b7a4894437749d46b5b88f16b9526e02840ded27d182453a1df9190596948c0,Saskatchewan
